sample_id	model	candidate_rank	text	objective	STA	STA_PROB	FL	FL_PROB	SIM	BLEU	BLEU_NORM	J	J_BINARY
4	bart-base-rlhf-jbleu	0	I think vera was mentally broken before whooping even begun at the end of the 100 st.	0.8228262063292615	1.0	0.998242199420929	0.0	0.4734136164188385	0.9590508341789246	71.60350546947924	0.7160350546947924	0.4532296359539032	0.0
4	bart-base-rlhf-jbleu	1	i think vera was mentally broken before whooping even begun at the end of the 100 st	0.8577375216632277	1.0	0.9978128671646118	0.0	0.4891664385795593	0.9601672887802124	78.09325628873462	0.7809325628873462	0.4686543643474579	0.0
4	bart-base-rlhf-jbleu	2	i think vera was mentally broken before the whooping even begun at the end of the 100 st	0.9800349930799666	1.0	0.998488187789917	1.0	0.569072425365448	0.9822664260864258	83.94327083733333	0.8394327083733333	0.5581356883049011	0.9822664260864258
4	bart-base-rlhf-jbleu	3	I think vera was mentally broken before whooping even begun at the end of the 100 st	0.7888114653689425	1.0	0.9986896514892578	0.0	0.44271597266197205	0.9601672887802124	71.89085812023326	0.7189085812023326	0.4245243966579437	0.0
5	bart-base-rlhf-jbleu	0	or get with the program craig	0.6436412717142634	1.0	0.9982042908668518	0.0	0.3714793026447296	0.8288072347640991	71.65313105737896	0.7165313105737896	0.3073318600654602	0.0
5	bart-base-rlhf-jbleu	1	Or get with the program craig.	0.4830271418057709	1.0	0.9993496537208557	0.0	0.2555777430534363	0.8403639197349548	53.29462628216855	0.5329462628216856	0.2146386355161667	0.0
5	bart-base-rlhf-jbleu	2	or get with the program craig.	0.5841912327291475	1.0	0.9994385838508606	0.0	0.3123455345630646	0.8403639197349548	70.1396726799769	0.7013967267997689	0.2623365521430969	0.0
5	bart-base-rlhf-jbleu	3	And either get with the program craig	0.5131013328992157	1.0	0.9985188841819763	0.0	0.30730947852134705	0.7825967669487	53.29462628216855	0.5329462628216856	0.24014319479465485	0.0
6	bart-base-rlhf-jbleu	0	penguins play for shiny pebbles .	1.1658565304882291	1.0	0.9989132285118103	1.0	0.9456464052200317	0.8920137286186218	17.965205598154213	0.17965205598154213	0.8426128625869751	0.8920137286186218
6	bart-base-rlhf-jbleu	1	Penguins are angry for shiny pebbles.	0.47837690913028363	1.0	0.9995498061180115	0.0	0.37021714448928833	0.7903344631195068	13.134549472120788	0.13134549472120788	0.29246366024017334	0.0
6	bart-base-rlhf-jbleu	2	penguins are for shiny pebbles .	0.8685611091263059	1.0	0.996322512626648	1.0	0.6695950031280518	0.8991003036499023	17.965205598154213	0.17965205598154213	0.5998190641403198	0.8991003036499023
6	bart-base-rlhf-jbleu	3	Penguins are angry for shiny pebbles	0.6405822377368472	1.0	0.999488115310669	0.0	0.49371328949928284	0.8446325063705444	16.233395773754953	0.16233395773754952	0.4167928397655487	0.0
7	bart-base-rlhf-jbleu	0	I dookied on myself again.	0.7974369838428829	1.0	0.9954579472541809	1.0	0.6324021220207214	0.8535559177398682	19.304869754804482	0.19304869754804482	0.5373387932777405	0.8535559177398682
7	bart-base-rlhf-jbleu	1	I dookied on myself again!	0.9163024604331814	1.0	0.9935864210128784	1.0	0.7059042453765869	0.9339128732681274	10.682175159905853	0.10682175159905853	0.6550248861312866	0.9339128732681274
7	bart-base-rlhf-jbleu	2	i dookied on myself again !	0.7445012844896483	1.0	0.9959884881973267	1.0	0.5547667741775513	0.933912992477417	9.652434877402245	0.09652434877402244	0.5160255432128906	0.933912992477417
7	bart-base-rlhf-jbleu	3	I dookied myself again.	1.0138139110677074	1.0	0.9941818714141846	1.0	0.8586570620536804	0.8284697532653809	20.80119537801062	0.20801195378010617	0.7072325348854065	0.8284697532653809
8	bart-base-rlhf-jbleu	0	you posed to be making sure his he got his things together !	0.3377883123731438	1.0	0.9999595880508423	0.0	0.10042673349380493	0.7100098133087158	70.16035864257111	0.7016035864257111	0.07130108773708344	0.0
8	bart-base-rlhf-jbleu	1	you posed to be making sure his he got his act together !	0.350104847786409	1.0	0.9999541640281677	0.0	0.11634072661399841	0.7000047564506531	70.16035864257111	0.7016035864257111	0.08143533021211624	0.0
8	bart-base-rlhf-jbleu	2	you posed to be making sure his he got himself together !	0.316542655997005	1.0	0.9999405145645142	0.0	0.09688416123390198	0.7261394262313843	61.6818645686018	0.6168186456860181	0.07034721970558167	0.0
8	bart-base-rlhf-jbleu	3	You posed to be making sure his he got his things together.	0.35738176884369416	1.0	0.9999582767486572	0.0	0.10973461717367172	0.7006831765174866	75.39221180326287	0.7539221180326287	0.07688599824905396	0.0
9	bart-base-rlhf-jbleu	0	where do you live ? * *	1.04214845740201	1.0	0.9999585747718811	1.0	0.9774796366691589	0.6904047727584839	41.11336169005198	0.4111336169005198	0.6748286485671997	0.6904047727584839
9	bart-base-rlhf-jbleu	1	Where do you live?	1.007547700405121	1.0	0.9999487996101379	1.0	0.9782038927078247	0.5211751461029053	100.00000000000004	1.0000000000000004	0.5097894072532654	0.5211751461029053
9	bart-base-rlhf-jbleu	2	where do you live? * *	1.0409658178031633	1.0	0.9999583959579468	1.0	0.9761515259742737	0.6904047727584839	41.11336169005198	0.4111336169005198	0.6739116311073303	0.6904047727584839
9	bart-base-rlhf-jbleu	3	Where do you live? * *	1.093650687281853	1.0	0.9999598264694214	1.0	0.9781397581100464	0.6904047727584839	61.47881529512643	0.6147881529512643	0.6752852201461792	0.6904047727584839
10	bart-base-rlhf-jbleu	0	to make up for our people generallu being bad at actual bilinguity	0.8325993363123105	1.0	0.9974365234375	0.0	0.4913053810596466	0.9759013652801514	63.40466277046863	0.6340466277046863	0.47823646664619446	0.0
10	bart-base-rlhf-jbleu	1	to make up for our people generallu being unsuitable at actual bilinguity	0.70651740053462	1.0	0.9996882081031799	0.0	0.4332476258277893	0.9579534530639648	43.66835442847811	0.4366835442847811	0.41490164399147034	0.0
10	bart-base-rlhf-jbleu	2	to make up for our people generallu being bad at actual bilinguity.	0.8114895774435651	1.0	0.9972090125083923	0.0	0.48884233832359314	0.9687713980674744	57.83569866465144	0.5783569866465144	0.4722547233104706	0.0
10	bart-base-rlhf-jbleu	3	to make up for our people generallu being ill at actual bilinguity	0.6711625895814798	1.0	0.9990702271461487	0.0	0.3986970782279968	0.9677438735961914	43.66835442847811	0.4366835442847811	0.3854779005050659	0.0
11	bart-base-rlhf-jbleu	0	he was bad all round .	0.795329836735742	1.0	0.9952268004417419	1.0	0.8563845753669739	0.6299735307693481	9.652434877402245	0.09652434877402244	0.5369244813919067	0.6299735307693481
11	bart-base-rlhf-jbleu	1	he was not good all round .	0.7564804282384878	1.0	0.9995802640914917	1.0	0.8800566792488098	0.572575032711029	7.809849842300637	0.07809849842300637	0.5036869645118713	0.572575032711029
11	bart-base-rlhf-jbleu	2	He was bad all round.	0.8482398830063107	1.0	0.9763000011444092	1.0	0.9083316326141357	0.6299735307693481	17.965205598154213	0.17965205598154213	0.5586631894111633	0.6299735307693481
11	bart-base-rlhf-jbleu	3	he was not good all round.	0.7467481341558462	1.0	0.9991838335990906	1.0	0.867710530757904	0.572575032711029	7.809849842300637	0.07809849842300637	0.4964239001274109	0.572575032711029
12	bart-base-rlhf-jbleu	0	ive been at it as a value added farmer for years in this state .	1.2815157115459443	1.0	0.9999648332595825	1.0	0.8880834579467773	0.8642246127128601	100.00000000000004	1.0000000000000004	0.7674765586853027	0.8642246127128601
12	bart-base-rlhf-jbleu	1	ive been at it as a value added farmer foryears in this state .	0.9695064852437092	1.0	0.9999647736549377	1.0	0.6527307629585266	0.8725980520248413	72.85959997974687	0.7285959997974687	0.5695515275001526	0.8725980520248413
12	bart-base-rlhf-jbleu	2	ive been at it as a value added farmer for years in this state.	1.23147411942482	1.0	0.9999645948410034	1.0	0.8410605788230896	0.8642246127128601	100.00000000000004	1.0000000000000004	0.726839542388916	0.8642246127128601
12	bart-base-rlhf-jbleu	3	ive been at it as a value added farmer for years in this state . .	1.2495438327164274	1.0	0.9999651312828064	1.0	0.861319363117218	0.8786415457725525	93.06048591020995	0.9306048591020994	0.7567645907402039	0.8786415457725525
13	bart-base-rlhf-jbleu	0	I doubt either of us makes a difference.	1.3147863507270812	1.0	0.9999605417251587	1.0	0.9188640713691711	0.8647325038909912	100.00000000000004	1.0000000000000004	0.794540286064148	0.8647325038909912
13	bart-base-rlhf-jbleu	1	i doubt either of us makes a difference .	1.2359908226128917	1.0	0.999958872795105	1.0	0.876946747303009	0.864732563495636	86.33400213704509	0.8633400213704508	0.7582932114601135	0.864732563495636
13	bart-base-rlhf-jbleu	2	I doubt either of us makes any difference.	1.151824203869135	1.0	0.9999604225158691	1.0	0.8757106065750122	0.831755518913269	66.06328636027612	0.6606328636027612	0.7283483147621155	0.831755518913269
13	bart-base-rlhf-jbleu	3	i doubt either of us makes any difference .	1.0820103996023585	1.0	0.9999568462371826	1.0	0.8437355756759644	0.831755518913269	51.33450480401705	0.5133450480401706	0.7017514705657959	0.831755518913269
14	bart-base-rlhf-jbleu	0	"expect too leave the session and announce ""you are not good at pilates"" ."	0.6891442301911325	1.0	0.9948041439056396	0.0	0.3673660159111023	0.9607646465301514	67.39047062564734	0.6739047062564734	0.35111838579177856	0.0
14	bart-base-rlhf-jbleu	1	"expect too leave the session and announce ""you are not good at pilates "" ."	0.6980261686486214	1.0	0.9935292601585388	0.0	0.3754487633705139	0.9607646465301514	67.39047062564734	0.6739047062564734	0.35838377475738525	0.0
14	bart-base-rlhf-jbleu	2	"expect too leave the session and announce ""you are bad at pilates"" ."	0.7311159445934609	1.0	0.9641711115837097	0.0	0.4348805248737335	0.9658579230308533	57.02822264405544	0.5702822264405544	0.4049834907054901	0.0
14	bart-base-rlhf-jbleu	3	"expect too leave the session and announce ""you are bad at pilates "" ."	0.7334424152069404	1.0	0.9611848592758179	0.0	0.4380539357662201	0.9658579230308533	57.02822264405544	0.5702822264405544	0.4066752791404724	0.0
15	bart-base-rlhf-jbleu	0	That is a response.	0.8429667368736882	1.0	0.9999613761901855	1.0	0.8997148871421814	0.6013737916946411	24.736929544091932	0.24736929544091932	0.5410440564155579	0.6013737916946411
15	bart-base-rlhf-jbleu	1	That response is unsuitable.	0.879974509784839	1.0	0.9999527931213379	1.0	0.9744179248809814	0.6108829975128174	11.51015341649912	0.1151015341649912	0.5952272415161133	0.6108829975128174
15	bart-base-rlhf-jbleu	2	that is a response .	0.7018356046842931	1.0	0.999964714050293	1.0	0.6730581521987915	0.6013737916946411	40.93653765389909	0.40936537653899085	0.4047452509403229	0.6013737916946411
15	bart-base-rlhf-jbleu	3	That is not a good response	1.019854050875839	1.0	0.9999585747718811	1.0	0.9721217751502991	0.7450219392776489	10.682175159905853	0.10682175159905853	0.7242220640182495	0.7450219392776489
16	bart-base-rlhf-jbleu	0	He was particularly strong in the commentary you reference.	0.6884296059608461	1.0	0.999964714050293	1.0	0.6499017477035522	0.4113321304321289	100.00000000000004	1.0000000000000004	0.2673160433769226	0.4113321304321289
16	bart-base-rlhf-jbleu	1	the bad was particularly strong in the commentary you reference .	0.546348943359688	1.0	0.999960720539093	0.0	0.40316036343574524	0.535031259059906	78.60753021519781	0.7860753021519781	0.21569491922855377	0.0
16	bart-base-rlhf-jbleu	2	the thing was particularly strong in the commentary you reference .	0.37377266938193143	1.0	0.9999655485153198	0.0	0.17714910209178925	0.5117359161376953	78.60753021519781	0.7860753021519781	0.09065043181180954	0.0
16	bart-base-rlhf-jbleu	3	He was particularly strong in the commentary you reference .	0.7320591151714326	1.0	0.9999650120735168	1.0	0.7212712168693542	0.4113321304321289	100.00000000000004	1.0000000000000004	0.29667165875434875	0.4113321304321289
17	bart-base-rlhf-jbleu	0	what a bad person he was .	0.4133042077389699	0.0	0.448543906211853	1.0	0.914301872253418	0.4195721447467804	6.567274736060395	0.06567274736060395	0.17206843197345734	0.0
17	bart-base-rlhf-jbleu	1	What a bad person he was.	0.36710194762525616	0.0	0.2755594253540039	1.0	0.9683257341384888	0.419572114944458	7.809849842300637	0.07809849842300637	0.11195496469736099	0.0
17	bart-base-rlhf-jbleu	2	what a bad person he was.	0.3581200758782369	0.0	0.28908634185791016	1.0	0.9329337477684021	0.419572114944458	6.567274736060395	0.06567274736060395	0.11315792798995972	0.0
17	bart-base-rlhf-jbleu	3	what a bad harper was .	0.7570445216989683	1.0	0.9955615401268005	1.0	0.6809651255607605	0.7670493125915527	9.652434877402245	0.09652434877402244	0.5200154781341553	0.7670493125915527
18	bart-base-rlhf-jbleu	0	they deal with a lot of things that many larger cities don 't have to deal with .	1.2944340867088813	1.0	0.999961256980896	1.0	0.9445400834083557	0.954680323600769	43.34366012758324	0.4334366012758324	0.901698887348175	0.954680323600769
18	bart-base-rlhf-jbleu	1	they deal with a lot of things that many larger cities don't have to deal with .	1.3610031196895103	1.0	0.9999596476554871	1.0	0.9549621343612671	0.954680323600769	65.15835084211272	0.6515835084211272	0.9116467833518982	0.954680323600769
18	bart-base-rlhf-jbleu	2	They deal with a lot of things that many larger cities don't have to deal with.	1.386751048753829	1.0	0.9999582171440125	1.0	0.9675439596176147	0.954680323600769	69.64705665515706	0.6964705665515706	0.9236565828323364	0.954680323600769
18	bart-base-rlhf-jbleu	3	they deal with a lot of things that many larger cities don't have to deal with.	1.3594803163829308	1.0	0.9999585747718811	1.0	0.9536441564559937	0.954680323600769	65.15835084211272	0.6515835084211272	0.9103875756263733	0.954680323600769
19	bart-base-rlhf-jbleu	0	These people never realize we don't have free speech.	1.2523209593036513	1.0	0.9999628067016602	1.0	0.932584822177887	0.905000627040863	52.53819788848316	0.5253819788848316	0.8439584374427795	0.905000627040863
19	bart-base-rlhf-jbleu	1	these people never realize we don't have free speech .	1.2200368135220614	1.0	0.9999634623527527	1.0	0.8733537197113037	0.905000627040863	65.80370064762461	0.6580370064762461	0.7903567552566528	0.905000627040863
19	bart-base-rlhf-jbleu	2	These people never realize we dont have free speech.	1.3427239404964137	1.0	0.9999614953994751	1.0	0.9090190529823303	0.9325144290924072	88.01117367933934	0.8801117367933934	0.8476407527923584	0.9325144290924072
19	bart-base-rlhf-jbleu	3	These people never realize we don't have free speech .	1.2426871440151075	1.0	0.9999626278877258	1.0	0.9238662719726562	0.905000627040863	52.53819788848316	0.5253819788848316	0.836068332195282	0.905000627040863
20	bart-base-rlhf-jbleu	0	i just tried making a nore - and virgins joke .	0.6905295592853702	1.0	0.9921094179153442	0.0	0.4637490212917328	0.9427520036697388	27.901593935858266	0.27901593935858265	0.43375056982040405	0.0
20	bart-base-rlhf-jbleu	1	I just tried making a joke.	0.7582398596130638	1.0	0.9999329447746277	1.0	0.9553020000457764	0.46466386318206787	30.739407647563215	0.30739407647563216	0.4438645541667938	0.46466386318206787
20	bart-base-rlhf-jbleu	2	I just tried making a nore - and virgins joke.	0.8369955261027102	1.0	0.989848792552948	1.0	0.6167278289794922	0.9427520036697388	17.542198478193427	0.17542198478193427	0.5755192637443542	0.9427520036697388
20	bart-base-rlhf-jbleu	3	I just tried making a joke	0.7705734334319156	1.0	0.9999175667762756	1.0	0.9601054191589355	0.4692198634147644	32.46679154750991	0.32466791547509904	0.4504633843898773	0.4692198634147644
21	bart-base-rlhf-jbleu	0	i knew this sensationalist bs would be the title of all posts to come .	1.1251124007177824	1.0	0.9995051026344299	1.0	0.7445513010025024	0.9664440751075745	64.1386525898168	0.641386525898168	0.7192111015319824	0.9664440751075745
21	bart-base-rlhf-jbleu	1	I knew this sensationalist bs would be the title of all posts to come.	1.214154411585273	1.0	0.9996111989021301	1.0	0.8140718340873718	0.9664440751075745	67.29864884660302	0.6729864884660302	0.7864490151405334	0.9664440751075745
21	bart-base-rlhf-jbleu	2	I knew this sensationalist would be the title of all posts to come.	1.2016740356984592	1.0	0.9997692704200745	1.0	0.866570234298706	0.8972854018211365	64.50001140844256	0.6450001140844256	0.777381420135498	0.8972854018211365
21	bart-base-rlhf-jbleu	3	I knew that sensationalist bs would be the title of all posts to come.	1.2461622548412694	1.0	0.9997509121894836	1.0	0.8738049864768982	0.9276565313339233	67.29864884660302	0.6729864884660302	0.81038898229599	0.9276565313339233
22	bart-base-rlhf-jbleu	0	y 'all quit that middle school thing .	1.4041081190109255	1.0	0.9998385310173035	1.0	0.9126140475273132	0.9596220254898071	100.00000000000004	1.0000000000000004	0.8756231069564819	0.9596220254898071
22	bart-base-rlhf-jbleu	1	y'all quit that middle school thing .	1.3048017678739536	1.0	0.9998216032981873	1.0	0.8913619518280029	0.9596220254898071	70.1396726799769	0.7013967267997689	0.8552179932594299	0.9596220254898071
22	bart-base-rlhf-jbleu	2	y’all quit that middle school thing .	1.3274238286497102	1.0	0.9997613430023193	1.0	0.9103977680206299	0.9602196216583252	70.1396726799769	0.7013967267997689	0.8739731311798096	0.9602196216583252
22	bart-base-rlhf-jbleu	3	Y'all quit that middle school thing.	1.3094500599386203	1.0	0.9998295903205872	1.0	0.8953651189804077	0.9596220254898071	70.1396726799769	0.7013967267997689	0.8590656518936157	0.9596220254898071
23	bart-base-rlhf-jbleu	0	He and his poor wife lived two blocks from me when he was arrested.	1.3784012827525989	1.0	0.9981607794761658	1.0	0.96491938829422	0.911437451839447	86.57099140685621	0.8657099140685621	0.8778461813926697	0.911437451839447
23	bart-base-rlhf-jbleu	1	he and his poor wife lived two blocks from me when he was arrested .	1.3366471919666187	1.0	0.9983580112457275	1.0	0.9271448254585266	0.911437451839447	86.57099140685621	0.8657099140685621	0.8436470031738281	0.911437451839447
23	bart-base-rlhf-jbleu	2	He and his poor wife lived two blocks from me when he was arrested .	1.3744615945468799	1.0	0.9983990788459778	1.0	0.9611812829971313	0.911437451839447	86.57099140685621	0.8657099140685621	0.8746541142463684	0.911437451839447
23	bart-base-rlhf-jbleu	3	this poor man lived two blocks from me when he was arrested .	1.2350751739893535	1.0	0.9999003410339355	1.0	0.9615971446037292	0.8382712602615356	61.17187905924234	0.6117187905924234	0.8059989213943481	0.8382712602615356
24	bart-base-rlhf-jbleu	0	you , obama and your marxist comrades continue to exploit and hurt the illegal immigrants .	0.36420274036242994	0.0	0.022394835948944092	1.0	0.9614844918251038	1.0000001192092896	20.14941615706457	0.2014941615706457	0.021532289683818817	0.0
24	bart-base-rlhf-jbleu	1	you, obama and your marxist comrades continue to exploit and hurt the illegal immigrants .	0.36614226395502125	0.0	0.02485746145248413	1.0	0.9595800042152405	1.0	20.14941615706457	0.2014941615706457	0.023852722719311714	0.0
24	bart-base-rlhf-jbleu	2	you, obama and your marxist comrades continue to exploit and hurt the illegal immigrants.	0.38302308129384555	0.0	0.041604697704315186	1.0	0.9629346132278442	1.0000001192092896	20.14941615706457	0.2014941615706457	0.04006260633468628	0.0
24	bart-base-rlhf-jbleu	3	You, Obama and your marxist comrades continue to exploit and hurt the illegal immigrants.	1.2328665118129494	1.0	0.9181668162345886	1.0	0.9680960178375244	1.0000001192092896	20.14941615706457	0.2014941615706457	0.8888737559318542	1.0000001192092896
25	bart-base-rlhf-jbleu	0	what you had wanted earlyer	0.3539375916574713	1.0	0.9999634027481079	0.0	0.15936972200870514	0.7139933109283447	54.75182535069452	0.5475182535069452	0.11378475278615952	0.0
25	bart-base-rlhf-jbleu	1	What you had wanted earlyer.	0.22058610984974325	1.0	0.999963104724884	0.0	0.07919710874557495	0.6896412968635559	32.46679154750991	0.32466791547509904	0.054615579545497894	0.0
25	bart-base-rlhf-jbleu	2	What you had wanted earlyer	0.31125992965118227	1.0	0.999963104724884	0.0	0.17338867485523224	0.7139933109283447	32.555630133216134	0.32555630133216135	0.12379378825426102	0.0
25	bart-base-rlhf-jbleu	3	what you had wanted earlyer.	0.2949199695386651	1.0	0.9999632835388184	0.0	0.10300467163324356	0.6896412968635559	53.7284965911771	0.537284965911771	0.07103366404771805	0.0
26	bart-base-rlhf-jbleu	0	Even people in semi - skilled fields are taking it seriously.	0.9980615723143542	1.0	0.9999642372131348	1.0	0.9775026440620422	0.6737160682678223	30.66148710292676	0.3066148710292676	0.6585357189178467	0.6737160682678223
26	bart-base-rlhf-jbleu	1	Even people in semi - skilled fields are taking it.	0.9585358004074989	1.0	0.999961793422699	1.0	0.9720793962478638	0.6336398124694824	33.932513407933634	0.33932513407933634	0.6159246563911438	0.6336398124694824
26	bart-base-rlhf-jbleu	2	Even people in semi - skilled fields are taking it in.	0.9734492647658313	1.0	0.9999638199806213	1.0	0.9754663705825806	0.652484655380249	30.66148710292676	0.3066148710292676	0.6364538073539734	0.652484655380249
26	bart-base-rlhf-jbleu	3	Even people in semi - skilled fields are taking it seriously	1.0311178128224312	1.0	0.9999630451202393	1.0	0.9754289388656616	0.6985360980033875	33.932513407933634	0.33932513407933634	0.681347131729126	0.6985360980033875
27	bart-base-rlhf-jbleu	0	My local trader joes must just be filled with people.	0.8149896173392316	1.0	0.9997564554214478	1.0	0.7224323749542236	0.7387881278991699	25.211936184349828	0.25211936184349826	0.5335944890975952	0.7387881278991699
27	bart-base-rlhf-jbleu	1	my local trader joes must just be filled with people .	0.6487329602446807	1.0	0.9998522400856018	1.0	0.5615870952606201	0.7387881278991699	19.081654556856684	0.19081654556856684	0.41483259201049805	0.7387881278991699
27	bart-base-rlhf-jbleu	2	My local trader joes must just be filled up.	0.8325987927287911	1.0	0.9998184442520142	1.0	0.8296694159507751	0.6619265675544739	20.556680845025987	0.20556680845025987	0.5490805506706238	0.6619265675544739
27	bart-base-rlhf-jbleu	3	My local trader joes must just be filled with people who are not good	0.7405684029629518	1.0	0.9874513149261475	1.0	0.753300666809082	0.642471432685852	19.104081613647544	0.19104081613647544	0.4779009222984314	0.642471432685852
28	bart-base-rlhf-jbleu	0	before any of you anti gun chime in .	0.530587040551164	1.0	0.9999505877494812	0.0	0.36011379957199097	0.9233974814414978	13.485111859503691	0.1348511185950369	0.3325117528438568	0.0
28	bart-base-rlhf-jbleu	1	Before any of you anti gun chime in.	0.40786821547651797	1.0	0.9999544024467468	0.0	0.24914781749248505	0.9233974814414978	14.25876976452075	0.1425876976452075	0.23005197942256927	0.0
28	bart-base-rlhf-jbleu	2	Before any of you anti gun people come in.	0.609065406736741	1.0	0.9999324083328247	0.0	0.4336031675338745	0.8826389312744141	20.556680845025987	0.20556680845025987	0.3826891779899597	0.0
28	bart-base-rlhf-jbleu	3	Before any of you anti gun people come	0.9191583772832835	1.0	0.9999281167984009	1.0	0.7542585134506226	0.8610004782676697	13.134549472120788	0.13134549472120788	0.6493702530860901	0.8610004782676697
29	bart-base-rlhf-jbleu	0	"take yourself too bed than ashley "" !"	0.23014674633741378	1.0	0.9986149072647095	0.0	0.12185081839561462	0.9282510280609131	0.0	0.0	0.11295147985219955	0.0
29	bart-base-rlhf-jbleu	1	"take your bed than ashley "" !"	0.1307866871356964	1.0	0.9991047978401184	0.0	0.04301774874329567	0.8545516133308411	0.0	0.0	0.03672797605395317	0.0
29	bart-base-rlhf-jbleu	2	"take yourself to bed than ashley "" !"	0.1509646908122842	1.0	0.9988321661949158	0.0	0.04559893533587456	0.8797162771224976	5.522397783539471	0.05522397783539471	0.04006728157401085	0.0
29	bart-base-rlhf-jbleu	3	take yourself to bed than ashley.	0.14292950037596283	1.0	0.9984742999076843	0.0	0.03326266258955002	0.876440703868866	7.809849842300637	0.07809849842300637	0.02910827286541462	0.0
30	bart-base-rlhf-jbleu	0	facebook is bad - twitter is where the party is at -	0.9691908020987915	1.0	0.9941431879997253	1.0	0.773644745349884	0.9255334138870239	4.02724819242185	0.0402724819242185	0.7118403911590576	0.9255334138870239
30	bart-base-rlhf-jbleu	1	facebook is not good - twitter is where the party is at -	0.9769588334305589	1.0	0.9979457259178162	1.0	0.7961633801460266	0.9038761258125305	3.673526562988939	0.03673526562988939	0.7181547284126282	0.9038761258125305
30	bart-base-rlhf-jbleu	2	facebook is terrible - twitter is where the party is at -	1.0201544065490173	1.0	0.9880892634391785	1.0	0.8079116940498352	0.9445780515670776	4.02724819242185	0.0402724819242185	0.7540461421012878	0.9445780515670776
30	bart-base-rlhf-jbleu	3	Facebook is bad - twitter is where the party is at -	0.9521070777866306	1.0	0.996487557888031	1.0	0.749200701713562	0.9255334138870239	7.495553473355845	0.07495553473355845	0.6909747123718262	0.9255334138870239
