sample_id	toxic	reference	model_output	chosen_model	candidate_rank	objective	sta_prob	sta	sim	fl_prob	fl	bleu	j_prob
24	you , obama and your marxist comrades continue to exploit and hurt the illegal immigrants .	Obama , you and your comrades hurt the illegal immigrants	You, Obama and your marxist comrades continue to exploit and hurt the illegal immigrants.	bart-base-rlhf-jbleu	3	1.2328665118129494	0.9181668162345886	1.0	1.0000001192092896	0.9680960178375244	1.0	20.14941615706457	0.8888737559318542
25	bitch what you had wanted earlyer	what you had wanted earlier.	What you had wanted earlier?	bart-paraphrase-rlhf-jonly	2	0.8920318197081026	0.9999577403068542	1.0	0.5495654940605164	0.947300910949707	1.0	50.81327481546149	0.5205819010734558
26	even people in semi - skilled fields are taking it in the ass .	Even people in semi-skilled fields are taking it roughly	Even people in semi-skilled fields are taking it badly.	bart-paraphrase-rlhf-jbleu	1	1.2553785476488601	0.9999579787254333	1.0	0.8076397180557251	0.9772230982780457	1.0	75.98356856515926	0.7892110347747803
27	my local trader joes must just be filled with cunts .	My local trader Joe's must be filled with unsuitable people	My local trader joes must just be filled with unsuitable people	bart-base-rlhf-jonly	2	1.007235794323452	0.986933708190918	1.0	0.7721931338310242	0.8410727977752686	1.0	48.326978309062206	0.6409844756126404
28	before any of you anti gun pussies chime in .	Before anti gun guys come in.	Before any of you anti gun guys come in	mvp-rlhf-jonly	1	1.1816954367481052	0.9999402761459351	1.0	0.8625399470329285	0.9210988879203796	1.0	46.713797772819994	0.7944371700286865
29	"take ur ass too bed than ashley "" !"	Go to sleep Ashley.	Go to sleep Ashley.	bart-large-rlhf-jbleu	0	1.224405175447464	0.9998520612716675	1.0	0.7486740946769714	0.9483159780502319	1.0	100.00000000000004	0.7098745703697205
30	facebook god damn facebook is shit - twitter is where the party is at -	Facebook is bot cool, Twitter is cooler	Facebook is bad - Twitter is good -	bart-large-rlhf-jbleu	2	1.1439633422290814	0.9910369515419006	1.0	0.8574501276016235	0.9708546996116638	1.0	15.619699684601276	0.824998140335083
31	these guys wanna keep shit a mystery like it 's fucking amusing	These guys wanna keep a mystery like its amusing	These guys wanna keep a mystery like it's amusing	bart-base-rlhf-jbleu	3	1.3004308481383602	0.9999378323554993	1.0	0.915351390838623	0.915668249130249	1.0	75.06238537503395	0.838106095790863
32	look it up you academic jerk .	look it up	look it up.	bart-base-rlhf-jbleu	0	0.9636887299801222	0.9999598264694214	1.0	0.5873282551765442	0.9606255888938904	1.0	59.460355750136046	0.5641798973083496
33	you kinky bitch ! hahaha but do you rmr my number 88 rule ?	You !Hahaha but do you rmr my number 88 rule?	Hahaha but do you delete my number 88 rule?	bart-large-rlhf-jbleu	2	1.0937508471603696	0.9998791813850403	1.0	0.8164550065994263	0.8632961511611938	1.0	53.87551338654778	0.7047573328018188
34	"you love me shut the fuck up """	You really like me, don't say anything else	You love me, don't say anything else.	bart-paraphrase-rlhf-jbleu	3	1.0847844239179623	0.9999514222145081	1.0	0.7010948657989502	0.9567129015922546	1.0	61.04735835807847	0.6707139611244202
35	or heck , couldn 't it also be argued that it 's a fucking poptart ?	oh couldn't it also be argued that it's a poptart?	Can't it also be argued that it's a poptart ?	bart-paraphrase-rlhf-jonly	2	1.3725804255584673	0.9999181628227234	1.0	0.9460793733596802	0.9414320588111877	1.0	79.6358031503278	0.8905965685844421
36	have you read the twilight ' series ' ? worst shit i 've ever seen published	Have you read the twilight ‘series’? Worst thing I have ever seen published .	Have you read the twilight series? Worst thing I've ever seen published.	bart-large-rlhf-jbleu	1	1.2233119105451369	0.9953151345252991	1.0	0.9744796752929688	0.8562321066856384	1.0	49.658283199988304	0.8304718136787415
37	u useless ocd psycho , u dont have anything better to do , do u ?	You don't have anything better to do, do you?	You don't have any better thing to do, do you? I don't like it when you obsess over things.	blenderbot-rlhf-jbleu	2	0.751578714315011	0.9999323487281799	1.0	0.4715272784233093	0.9455054998397827	1.0	27.809355999594505	0.4458014965057373
38	! ! ! ! its overrer ! ! ! rt tru shit u right ! ! !	It's true	It's over	mvp-rlhf-jbleu	2	0.8070455312728881	0.9999366402626038	1.0	0.4534238576889038	0.9744534492492676	1.0	49.99999999999999	0.4418124556541443
39	going the fuckin in on these tweets	Going in on these tweets	Going in on these tweets	mvp-rlhf-jonly	1	1.176398575305939	0.9999569058418274	1.0	0.8864941596984863	0.7710843086242676	1.0	100.00000000000004	0.6835322976112366
40	if it 's cheap as shit , they 'll know it cant be the real thing .	if it's way too cheap. they 'll konw it cant be the real thing	if it's cheap, they'll know it cant be the real thing.	t5-small-rlhf-jonly	2	1.309083109362799	0.9999459981918335	1.0	0.9784778952598572	0.9455183148384094	1.0	38.805141156466085	0.9251188039779663
41	"if you let the "" free market "" decide everything , people are going to get fucked"	"if you let the "" free market "" decide everything , people are going to lose"	"If you let the ""free market"" decide everything, people are going to lose"	mvp-rlhf-jonly	3	1.4439501931042298	0.9999539852142334	1.0	0.9455231428146362	0.9749162197113037	1.0	93.06048591020995	0.9217634201049805
42	ebola ! benghazi ! liberal media my ass .	ebola ! benghazi ! liberal media	ebola! benghazi! liberal media	t5-small-rlhf-jbleu	0	1.4257792472839357	0.9996564388275146	1.0	0.9511557817459106	0.9390305876731873	1.0	100.00000000000004	0.892857551574707
43	the priorities of our species is fucked .	The priorities of our species is messed-up	The priorities of our species are messed up	mvp-rlhf-jonly	0	1.3296549718102917	0.999721109867096	1.0	0.9292023777961731	0.9809983372688293	1.0	51.697315395717055	0.911291778087616
44	i still think one big ass shot of heroin wold do the trick .	I still think one very big shot of heroin would do the trick.	I still think one big shot of heroin would do the trick.	bart-large-rlhf-jbleu	0	1.4341971835156997	0.9962130188941956	1.0	0.968457818031311	0.9789772033691406	1.0	78.81929718099911	0.9445077180862427
45	you get a fucking warrant ! ! ! it 's not hard dude .	You get a warrant! It's not hard, dude.	You get a warrant! It's not hard	mvp-rlhf-jbleu	3	1.371981309127217	0.9999638795852661	1.0	0.9311510324478149	0.978717029094696	1.0	68.72892787909726	0.9113004803657532
46	the average price in the us does it include fucking 92 .	the average price in the us does it include 92 .	The average price of the US does include 92. Do you know that the average cost in the USA does not include 91?	blenderbot-rlhf-jbleu	0	0.8196538388968588	0.9999651312828064	1.0	0.8428775072097778	0.6829088926315308	1.0	9.278337965054556	0.5755884647369385
47	so what your telling me is regardless of the fact that you know the logical reaction your saying fuck it	so what your telling me is regardless of the fact that you know the logical reaction your saying that you don’t care	So what your telling me is regardless of the fact that you know the logical reaction.	bart-base-rlhf-jonly	1	0.8246474345062041	0.9999656677246094	1.0	0.8636116981506348	0.541719377040863	1.0	64.84929400817013	0.4678191542625427
48	yeah it is lol but the way y 'all talking about her damn lol lol	Yes, but the way you are talking about her is surprising.	yeah it is lol but the way you're talking about her lol lol	bart-base-rlhf-jbleu	3	0.6914054498024708	0.9999493360519409	1.0	0.9173727631568909	0.4917295277118683	0.0	20.098339913206324	0.4510764181613922
49	so other than whining like the little bitch you are , what else have you done about it ?	So rather than complaining what have you done about it?	so other than whining, what else have you done about it ?	bart-base-rlhf-jbleu	0	1.2924524892127436	0.993096113204956	1.0	0.9461641311645508	0.9613595604896545	1.0	40.89601472043678	0.9033241271972656
50	pterodactyl edit fuck i just realized that made me the pink ranger	pterodactyl edit i just realized that made me the pink ranger	I just realized that made me the pink ranger.	bart-large-rlhf-jbleu	3	1.1212352176674005	0.9998543858528137	1.0	0.7463502883911133	0.9244132041931152	1.0	68.752775993657	0.6898356080055237
51	raging for a mc - fucking - griddle	looking for a griddle	raging for a griddle	bart-large-rlhf-jbleu	3	0.9856857764507644	0.9993619918823242	1.0	0.8608106970787048	0.7082722783088684	1.0	59.460355750136046	0.60929936170578
52	only to expose feminazi snowflakes like leah for who they are .	only to expose extreme feminists for who they are	only to expose people like leah for who they are .	bart-large-rlhf-jbleu	1	1.0647081713181434	0.9995399117469788	1.0	0.8998225927352905	0.8094303011894226	1.0	33.932513407933634	0.7280085682868958
53	you really been on that wrestling shit again huh ? haha	You've really been into wrestling again, huh?	You've really been into wrestling again huh? Haha	bart-large-rlhf-jbleu	3	1.2240130104029485	0.999941349029541	1.0	0.8825256824493408	0.8966518044471741	1.0	66.06328636027612	0.7912718653678894
54	then i realized that she 's probably just high as fuck .	Then i realized that she s probably high	Then I realized that she's probably just high.	bart-base-rlhf-jbleu	1	1.2536666675297377	0.9997760653495789	1.0	0.9645107984542847	0.9681742191314697	1.0	11.99014838091355	0.9336053729057312
55	go solo you cunt <8	You go alone	Go solo <8	bart-base-rlhf-jbleu	2	1.0384416997432708	0.9999467730522156	1.0	0.7895612120628357	0.9696483016014099	1.0	0.0	0.7655559182167053
56	seems like the orange clown has a credibility issue , even in your own party .	Seems like the orange clawn has a credibility issue, even in your own party	Seems like the guy has a credibility issue, even in your own party	bart-large-rlhf-jbleu	3	1.1552971670826986	0.9999546408653259	1.0	0.7602251768112183	0.934320330619812	1.0	72.85959997974687	0.7102615833282471
57	you cant vote for and support this moron and still be a good christian .	you cant vote for and support this candidate and still be a true christian	you cant vote for and support this person and still be a good christian	bart-paraphrase-rlhf-jonly	3	1.2785730887628741	0.9996541142463684	1.0	0.8996116518974304	0.9380134344100952	1.0	62.98129992394241	0.8435559868812561
58	awh wt a dick ! have u talked to him ?	have u talked to him ?	have u talked to him ?	bart-base-rlhf-jbleu	0	1.2472301721572878	0.9999582171440125	1.0	0.7654691934585571	0.9536438584327698	1.0	100.00000000000004	0.7299544811248779
59	you are the most racist person i have ever seen .	You are the most selective person I have seen .	You are the least racial person I have ever met. You don't like racial people?	blenderbot-rlhf-jbleu	3	0.6094348719615458	0.5627660751342773	1.0	0.6169853210449219	0.9329679608345032	1.0	14.879641171245488	0.3239436447620392
60	you will have fucking beef in a minute p x	You will have a beef in a minute	You will have a beef in a minute	mvp-rlhf-jbleu	0	1.354399025440216	0.9996101260185242	1.0	0.8699313402175903	0.9512091875076294	1.0	100.00000000000004	0.8271640539169312
61	thats like me saying to you the beatles are shit lol	thats like me saying to you the beatles are bad	That's like me saying to you the beatles are bad	mvp-rlhf-jbleu	1	1.2855444418239281	0.9944724440574646	1.0	0.8980348110198975	0.8926347494125366	1.0	88.01117367933934	0.7971860766410828
62	of course the senate rejected trumps idiotic plan .	of course the senate rejected trumps plan .	of course the senate rejected trumps plan.	bart-base-rlhf-jonly	3	1.3634565770626068	0.9999637603759766	1.0	0.9511292576789856	0.8846740126609802	1.0	100.00000000000004	0.8414088487625122
63	lls im just fuckin wit u .	I'm just kidding	I'm just messing with you.	bart-base-rlhf-jonly	1	0.8263948183223269	0.9828113913536072	1.0	0.5605210065841675	0.9718636274337769	1.0	16.233395773754953	0.5353865027427673
64	lol shutup i don 't wanna message yu after yu was mean to my ass lastnite	lol shutup i don 't wanna message yu after yu was mean to me lastnite	I don't wanna message you after you was mean to me lastnite.	bart-base-rlhf-jbleu	3	1.126055312617074	0.9982053637504578	1.0	0.8363884687423706	0.9360463619232178	1.0	29.48553103743023	0.7814933657646179
65	you filthy american shit pig fuckers sent by my iphone	you american sent by my iPhone.	You got sent by my iPhone.	bart-large-rlhf-jbleu	2	0.8924811011002124	0.9999462962150574	1.0	0.6339269876480103	0.8099257349967957	1.0	61.47881529512643	0.5134062170982361
66	you failed to aid the victim or do aynthing about it to , so fuck you .	you failed to aid the victim or do anything about it.	you failed to aid the victim or do anything about it .	bart-paraphrase-rlhf-jbleu	3	1.2984979510307313	0.9999634623527527	1.0	0.824776291847229	0.9426923394203186	1.0	100.00000000000004	0.7774818539619446
67	well if the right got their shit together and had decent candidates it wouldn 't be an issue .	well if the right collected themselves together and had decent candidates it wouldn't be an issue.	Well if the right got together and had decent candidates it wouldn't be an issue	bart-large-rlhf-jbleu	3	1.341037952882596	0.9999591112136841	1.0	0.9722149968147278	0.9259499311447144	1.0	63.37635278008298	0.9001855850219727
68	he was nice in college ! but shit u the same nigga that said tiger was gon win the masters	he was nice in college! but oh my god you're the same guy that said tiger was gone win the masters	He was nice at college! But you're the same guy that said Tiger won the master.	blenderbot-rlhf-jbleu	1	0.9322114290433765	0.9999644160270691	1.0	0.8015464544296265	0.783822238445282	1.0	26.81791073630808	0.6282475590705872
69	i said only fools will be voting for current gop pack .	i said only non knowledgeable once will be voting	I said only people who don't know anything will be voting for current gop pack	mvp-rlhf-jbleu	2	0.6320387111320787	0.9997060894966125	1.0	0.7669188380241394	0.5426695942878723	1.0	12.300686288463773	0.4160611927509308
70	fuck that shit bro i live on the edge	Ignore all that bro, I live on the edge.	I live on the edge, bro.	bart-large-rlhf-jonly	3	1.1608708670731467	0.999890923500061	1.0	0.8576329946517944	0.9221450686454773	1.0	39.9611111877791	0.7907757759094238
71	them shits expensive , but they pretty as hell .	these are expensive but pretty at the same time	They are expensive, but they are pretty as hell.	bart-large-rlhf-jonly	2	1.1439399614223613	0.9916194081306458	1.0	0.872165322303772	0.971435546875	1.0	8.913765521398126	0.8401519060134888
72	or do both just want to fuck each other up with zero fucks given about ukraine ?	or do both just want to destroy each other up with zero care given about ukraine ?	Or do both just want to mess each other up with zero care given about ukraine?	mvp-rlhf-jbleu	3	1.2769038558416321	0.9997521042823792	1.0	0.9744153022766113	0.8421631455421448	1.0	76.24658586234858	0.8204132318496704
73	damn just all get in the pool and enjoy the party called life .	Let's all get in the pool and enjoy the party called life.	Just all get in the pool and enjoy the party called life .	bart-base-rlhf-jbleu	3	1.4001678830197788	0.9999520182609558	1.0	0.9156154990196228	0.9686194658279419	1.0	91.21679090703874	0.8868404626846313
74	as a native new jerseyan i 'm deeply offended ^ah , ^fuck , ^who ^am ^i ^kidding	as a native jerseyan i'm deeply offended, ah who am i kidding	as a native jerseyan i'm deeply offended.	bart-large-rlhf-jbleu	3	1.086539338998655	0.9997124671936035	1.0	0.911202073097229	0.7947272062301636	1.0	45.009941646520126	0.7239488363265991
75	it is easy to spot those racist idiots .	it is easy to spot those racist.	it is easy to spot those racists.	t5-small-rlhf-jbleu	2	1.3747645616983095	0.9602430462837219	1.0	0.9729998111724854	0.9703536033630371	1.0	70.71067811865478	0.9066171646118164
76	the crisis of opioid deaths is a direct result of the stupid and corrupt policy of prohibition .	The crisis of opiod deaths is a direct result of the corrupt policy of prohibition.	The crisis of opioid deaths is a direct result of the corrupt policy of prohibition.	mvp-rlhf-jbleu	1	1.4356815501070836	0.9979141354560852	1.0	0.9753327965736389	0.9667698740959167	1.0	81.53551038173119	0.9409555196762085
77	what canada really needs is an actual good leader , not stephen ignorant fuck harper .	what canada really needs is an actual good leader , not unsuitable leader.	What Canada really needs is an actual good leader, not Stephen Harper	bart-large-rlhf-jbleu	1	1.3551707364984868	0.9998509287834167	1.0	0.9434306621551514	0.9716190099716187	1.0	59.994143560271205	0.91651850938797
78	since when the fuck you have a twitter	since when do you have a twitter	Since when did you have a twitter?	bart-large-rlhf-jonly	2	1.2138519247436268	0.9999576807022095	1.0	0.9338271617889404	0.9076482653617859	1.0	36.55552228545123	0.8475507497787476
79	oh wait its not well fuck , looks like my point is moot .	oh wait its not well, looks like my point is moot	oh wait its not well, looks like my point is moot	bart-large-rlhf-jbleu	3	1.205634367465973	0.9997009038925171	1.0	0.8275350332260132	0.8496948480606079	1.0	100.00000000000004	0.70294189453125
80	lol bitch get a life and stop dissing me in french , i understand it very well	lol dude get a life and stop dissing me in french, I understand it very well	Lol get a life and stop dissing me in french, I understand it very well	mvp-rlhf-jbleu	0	1.3824312177572518	0.9568532109260559	1.0	0.9559701681137085	0.9583353996276855	1.0	87.42223609582064	0.8766115307807922
81	he should be beaten mercilessly every day he has left of his miserable life .	He should be punished	He should be punished mercily every day for not caring about what's happening in his life	blenderbot-rlhf-jbleu	3	1.0094109676450094	0.9537777304649353	1.0	0.7620601654052734	0.9655746221542358	1.0	15.310245441182444	0.7018144130706787
82	where the fuck has been ? fuck you at otherbrain ? ?	Where have u been? At otherbrain?	Where have you been?	bart-large-rlhf-jbleu	0	0.7618470679636711	0.999955952167511	1.0	0.4850841164588928	0.9807634353637695	1.0	16.58165975077607	0.47573181986808777
83	aww shit ! imy too twin !	I miss you too twin	I miss you too twin	bart-large-rlhf-jbleu	0	0.8316469311714173	0.9997856616973877	1.0	0.5973331332206726	0.6546792387962341	1.0	100.00000000000004	0.39097777009010315
84	ughh bring me a plate with food to my door step b4 i whoop ur ass ! mr shit talker	Bring me a plate with food to my door step	Bring me a plate of food to my door step.I'm so angry with you.	bart-large-rlhf-jonly	2	0.9641442701375263	0.9953750967979431	1.0	0.6481674313545227	0.955161988735199	1.0	36.821398145189974	0.6162416338920593
85	"but if saying "" fuck that group "" is much more offensive for you , go ahead ."	"but if saying"" that group is bad"" is much more offensive for you, go ahead."	"But if saying ""that group"" is much more offensive for you, go ahead."	bart-large-rlhf-jbleu	2	1.2747052520700648	0.9999418258666992	1.0	0.8593658208847046	0.9484316110610962	1.0	73.6320340708237	0.8150022625923157
86	they were reading bible versus all loud and shit	They were reading bible verses so loud.	They were reading the bible, not loud and obnoxious like the rest of us	blenderbot-rlhf-jbleu	3	1.1158522209214032	0.9891132712364197	1.0	0.888447642326355	0.926254153251648	1.0	11.114924776032012	0.8139693140983582
87	its sum shit about yo daddy	its about yo daddy	It's about your daddy	bart-paraphrase-rlhf-jonly	3	1.070005802149642	0.9994515180587769	1.0	0.7772336006164551	0.9672252535820007	1.0	18.99589214128981	0.7513476610183716
88	a proven racist and misogynist that now will be on the payroll of the taxpayers of alberta .	The unsuitable individual that now will be now on the payroll of the taxpayers of Alberta.	He is unsuitable to be on the payroll of the taxpayers of Alberta.	bart-large-rlhf-jbleu	0	0.9459382741660745	0.9996979236602783	1.0	0.6033952236175537	0.9452379941940308	1.0	50.54853316191318	0.57017982006073
89	surely an idiot knows today that fruit juice is bad for you .	Everyone knows today that fruit juice is bad for you.	Everyone knows today that fruit juice is bad for you.	bart-large-rlhf-jbleu	2	1.3530154943466186	0.999909520149231	1.0	0.8429771661758423	0.9768117070198059	1.0	100.00000000000004	0.8233554363250732
90	its like you fucks dont even try anymore .	its like you dont even try anymore.	its like you dont even try anymore .	bart-base-rlhf-jbleu	1	1.2472287118434908	0.9997137188911438	1.0	0.7968161702156067	0.9206884503364563	1.0	100.00000000000004	0.7334094047546387
91	the only evidence so far , has , and always will , lead right back to the corrupt democrats !	The evidence has lead to corrupt democrats	The only evidence so far, has, and always will, lead right back to the democrats!	mvp-rlhf-jbleu	1	1.0225468379786466	0.9999580383300781	1.0	0.961722731590271	0.7906236052513123	1.0	3.168429634207702	0.7603287696838379
92	i defend my street with sticks , harsh language and my fuckin' good looks .	I defend ny street with sticks, harsh languange and my awesome good looks	I defend my street with sticks, harsh language and good looks.	bart-large-rlhf-jbleu	3	1.3134411721729238	0.992291271686554	1.0	0.9739786386489868	0.9651493430137634	1.0	36.09002706619101	0.9327883720397949
93	i already gotta go through this shit during the fall	I already gotta go through this thing during the fall	I already gotta go through this thing during the fall	bart-large-rlhf-jbleu	3	1.378881812095642	0.9999627470970154	1.0	0.876430869102478	0.9673359990119934	1.0	100.00000000000004	0.8477715253829956
94	s - shut the fuck up	Shut up!	s - keep quiet.	bart-base-rlhf-jbleu	2	1.0584498822689057	0.9999422430992126	1.0	0.8007085919380188	0.9777314066886902	1.0	0.0	0.7828327417373657
95	what the fuck does that mean ? - _ -	what does that mean ? - _ -	what does that mean ? - _ -	bart-base-rlhf-jbleu	0	1.2945903420448304	0.9999637007713318	1.0	0.7914597988128662	0.9737886786460876	1.0	100.00000000000004	0.7706866264343262
96	almost all real information gets sink down , while people discuss irrelevant shit	Almost all real information gets sink down, while people discuss irrelevant things	Almost all real information gets sink down, while people discuss irrelevant things.	bart-large-rlhf-jbleu	1	1.1404195273970803	0.9999476671218872	1.0	0.9507328271865845	0.7087230086326599	1.0	91.93227152249175	0.6737709641456604
97	a us lawmaker calls the israeli prime minister a chicken shit and is praised for it .	a us lawmaker calls the israeli prime minister a coward and is praised for it .	a US lawmaker calls the israeli prime minister a chicken and is praised for it .	bart-large-rlhf-jonly	2	1.311832970526777	0.9899336695671082	1.0	0.9055647253990173	0.9573175311088562	1.0	68.65065103648593	0.8581863641738892
98	or maybe i should clean and wash diplomat asses to earn that equivalent amount of money .	or maybe i should flatter the diplomats to earn that equivalent amount of money	or maybe i should clean and replace diplomats to earn that equivalent amount of money .	mvp-rlhf-jbleu	2	1.214495715812958	0.9974020719528198	1.0	0.872779369354248	0.9122418165206909	1.0	60.26080978557135	0.7941173911094666
99	well shit i guess gun control don 't work none too good .	Well, I guess gun control don't work none too good.	Well, I guess gun control doesn't work none too good.	bart-large-rlhf-jbleu	3	1.2837002120660865	0.9999329447746277	1.0	0.9526907205581665	0.8716688752174377	1.0	73.48889200874659	0.8303751349449158
